text,label,"Anh ơi anh có nhận ra anh tôi không, tôi là Minh đây. Tôi đang bị kẹt ở sân bay Thái Lan mà quên ví mất rồi. Anh có thể chuyển gấp cho tôi 20 triệu để mua vé về không, về đến nơi tôi hoàn ngay.",4,Tôi là y tá phòng cấp cứu bệnh viện Chợ Rẫy gọi đây. Con trai của bà đang nằm cấp cứu do tai nạn giao thông rất nghiêm trọng vừa xảy ra ở đường Nguyễn Trãi. Cần đặt cọc viện phí khẩn cấp 30 triệu đồng ngay để tiến hành phẫu thuật không thể chờ thêm ạ.,0,Bạn ơi tài khoản Facebook của tôi vừa bị khóa cần bạn giúp. Bạn vào link này xác nhận danh tính cho tôi với không thì tôi mất hết dữ liệu. Link này là trang chính thức của Facebook yêu cầu người thân xác minh giúp thôi bạn đừng lo.,3
"Đợt này ra sân bay không cần mang cccd cứng đâu, sếp cứ mở app vneid trên điện thoại lên đưa họ quét là được",22,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
"SOS thẻ tín dụng t bị quẹt bay mẹ 5 chọi, ô tê bê gửi r đó điền dô đi pa clm",16,,,,,,
"alo tui nè acc dvc bị locked cm rùi, nó bắt tải app apk cài đặt lại trợ năng m ơi",1,,,,,,
Ông can xã bữa nay xuống tận nhà thu thập thông tin làm cccd gắn chip đó chồng,22,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, bản tin thời sự cẩn thận nha",22,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
Bữa nay thi bằng lái xe phải đồng bộ dữ liệu vneid rồi rườm rà ghê,22,,,,,,
"ê nghe t nói nè thẻ tín dụng t bị quẹt bay mẹ 5 chọi, ô tê bê gửi r đó điền dô đi pa trời độ",16,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, bà hàng xóm đi đường cẩn thận nhé",22,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật bà hàng xóm rảnh vào thăm t nha",22,,,,,,
"huhu mn ơj b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đj m tâm ljnh",21,,,,,,
"huhu mn ơi acc dvc bị locked cm rùi, nó bắt tải app apk cài đặt lại trợ năng m ơi",1,,,,,,
bạn t bảo cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi gô gô,12,,,,,,
"ê m ơi c.a.n nó bế tao lên phường vì tội buôn ma túy ảo, boom 100 trịu cứu tao ròi t boom trả",0,,,,,,
"Đợt này ra sân bay không cần mang cccd cứng đâu, ba cứ mở app vneid trên điện thoại lên đưa họ quét là được",22,,,,,,
"trời đựu b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đi m trầm cảm",21,,,,,,
"c0ng an phường ép t cắt hk, đòi t up lên 5 xị lo lót tâm linh m",0,,,,,,
"Lương tháng này công ty vừa ck banking qua mb bank r đó, ba check xem ting ting chưa",22,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nhé",22,,,,,,
ê bồ t t.a.j n.a.n cmnr h mạng lag 4g gọj tậm tịt vl tảj app mượn 50 chjệu chữa gấp m ơjj SOS!!,7,,,,,,
"tk m b bank của t bay màu gòi, báo xác minh nhận diện rửa tiền gì nè, m bomp t cái mã cứu vớt coi",16,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao ko hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"HQ gọi t bảo buôn ma tuy m ơi cứu chằm zn, nó đòi đóng mạng nhện 10 chim bảo lãnh j kìa",17,,,,,,
"ê nghe t nói nè viet c0mbank nó báo thẻ bị trừ 20 củ 1 dọc, m xem lấy otp huỷ d.c.m.m vãi chưởng",16,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, xộ khám phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, sếp chờ chiều tối cập nhật lại khuôn mặt sau nhé",22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, bà hàng xóm gửi 50k vào quỹ của lớp nhé",22,,,,,,
"Cô là cô giáo bé bo nhe, bo ngã cổ mẹ c.k viện phái gấp cứu bo nhanh khum bo chết cảm giác lúc ấy sẽ ra sao",7,,,,,,
"tưởng ô can oai lắm nay xộ khám r nha, ck tiền vô đây t gỡ tội cho, ác ỏ",0,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, sếp check xem ting ting chưa",22,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, boom chục củ đền bù khum bắt đi tù xu cà na",17,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, thầy giáo đi đường cẩn thận nhé",22,,,,,,
t gjao tjktok xốp đây chế vắng nhà t quăng qa rào nha chế up lên momo t,17,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
alo b bi p.h.4.t.ngu0i 20tr b c.k ngay vao s0 t41 khoan k.h0..bac gap nhe,0,,,,,,
"đ.ị.t cáj c.a.n nó bế tao lên phường vì tộj buôn ma túy ảo, bế đj 100 trịu cứu tao ròj t bế đj trả",0,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, trưởng thôn gửi 50k vào quỹ của lớp nhé",22,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
"tjền tử tuất của vợ m đc duyệt r đó ngưng khóc nha gô gô, chuyển nha tjền hồ sơ trước jk t duyệt",21,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
tảj cày pj ảo tưởng lm tỷ phu r nè kkk bay màu t ít làm vốn sàn forex đj m trờj độ,11,,,,,,
tải cày pi ảo tưởng lm tỷ phu r nè kkk đóng mạng nhện t ít làm vốn sàn forex đi m đù má,11,,,,,,
hải quan san bay bảo quà sinh nhất của bé bị giữ r m c.k nộp phạt dùm t iu m dcmm,17,,,,,,
bé ơi đang cúp điện khum wifi t gọi deepfake đụng xe m ck t 1 tr đóng tiền đền lẹ vãi chưởng,7,,,,,,
ê m ơi cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi báo thủ,12,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
t trúng voucher qd c.a chốt don nap 1 ly tsua m c.k tao di,13,,,,,,
"chời ơi thẻ tín dụng t bị quẹt bay mẹ 5 chọi, ô tê bê gửi r đó điền dô đi pa báo thủ",16,,,,,,
nhắn sms brandname trúng sh mà bắt đóng v.a.t 5cu clm tâm linh,13,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
"ê t ngân hàng nè m ơi thẻ m bị rửa tiền r, c.k vô tài khoản này xác minh tâm linh",16,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, công ty cẩn thận nhé",22,,,,,,
Hôm qua đi làm quên mang xin nhan bị bản tin thời sự công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
tải app check l.y.n.k shipper bom hàng đi má coi cho lẹ nèk trầm cảm,17,,,,,,
d4y l4 c0ng.a.n y3u c4u b chuy3n k.h.0.a..n d3 phuc vu di3u tr4,0,,,,,,
"Em chào chị gái dễ thương, chị đã đặt hàng đôi giày trên tiktok shop bên em phải không ạ? Dạ bên cửa hàng em đang có chương trình tri ân sinh nhật, chị là khách hàng may mắn trúng thưởng bộ mỹ phẩm 2 triệu đồng. Chị chỉ cần c.l.i.c.k l1nk v.n.e.i.d đăng nhập để em xác nhận là mai có shipper giao tận giường cho chị nha!",1,,,,,,
tải app check l.y.n.k shipper bom hàng đi má coi cho lẹ nèk tới công chuyện,17,,,,,,
"ê dạo này làm ăn chán quá, nay t nghỉ làm do xe bị t.a.i n.a.n nát bét rồi. Khổ thế k biết. Tí mua cho m hộp cơm k nha",22,,,,,,
"nhóm thiện nguyện khẩn báo: bé mèo nhà e bị xe tông k có tiền mổ, 500ae donate momo cho bé đi vãi chưởng",10,,,,,,
"chùa đang kêu gọj chúng sanh quyên tjền xây tượng phật, múc mạnh momo cá nhân thầy đj đc phước vcl",10,,,,,,
trời đựu ủa trúng air bờ rô mắc shopee gòi nè ck t 2 củ thuế t lụm về xài giùm cho kkk vcl,13,,,,,,
đầu tư f.o.r.e.x cmnr nạp vô sàn fx fake này quất 5 cu lãi ngay chục tr nè tới công chuyện,11,,,,,,
cam đt hư gọi vid mờ ảo tao mượn gấp 5 củ trả tìn nợ giang hồ r t ra đi luôn zậy ba,7,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, mẹ đi đường cẩn thận nhé",22,,,,,,
"Em chào chị gái dễ thương, chị đã đặt hàng đôi giày trên tiktok shop bên em phải không ạ? Dạ bên cửa hàng em đang có chương trình tri ân sinh nhật, chị là khách hàng may mắn trúng thưởng bộ mỹ phẩm 2 triệu đồng. Chị chỉ cần c.l.i.c.k l1nk v.n.e.i.d đăng nhập để em xác nhận là mai có shipper giao tận giường cho chị nha!",1,,,,,,
"Đợt này ra sân bay không cần mang cccd cứng đâu, sếp cứ mở app vneid trên điện thoại lên đưa họ quét là được",22,,,,,,
thằng a t bị chém toe toét mặt máu me wé c.k t 5 cu vào viện gấp pa phông bạt,7,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
"ê t ngân hàng nè m ơi thẻ m bị rửa tiền r, c.k vô tài khoản này xác minh ảo thật đấy",16,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, click l.j.n.k chục củ đền bù khum bắt đi tù tâm linh",17,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, mẹ cẩn thận nha",22,,,,,,
"SOS thương xót bé ung thư máu giai đoạn cuối c.k mạnh vô stk 12344 trại nhi này lẹ lên m, rớt nước mắt",10,,,,,,
"T qua ngã tư bị cảnh sát giao thông vẫy vào thổi nồng độ cồn, hên quá nãy chỉ uống coca",22,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn r, đành ra kho bạc nộp thôi",22,,,,,,
"Lương tháng này công ty vừa ck banking qua mb bank r đó, trưởng thôn check xem ting ting chưa",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc rớt nước mắt",11,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật sếp rảnh vào thăm t nha",22,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
"T qua ngã tư bị cảnh sát giao thông vẫy vào thổi nồng độ cồn, hên quá nãy chỉ uống coca",22,,,,,,
huhu mn ơi shipper fake gọi đòi phí 20k bố nhấp dô momo hoá ra scam cay mãi keo,17,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Đoàn thanh niên phường mình tổ chức nấu cháo từ thiện tại bệnh viện nhi đồng đó, m tham gia không?",22,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật công ty rảnh vào thăm t nha",22,,,,,,
quay 1 phat trúng ip 15 ròi chời ơi khum tin duoc click l.j.n.k de nhan the cao t,13,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật bản tin thời sự rảnh vào thăm t nha",22,,,,,,
"ê t ngân hàng nè m ơi thẻ m bị rửa tiền r, c.k vô tài khoản này xác minh rớt nước mắt",16,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
"mua hàng mà cod đm bắt c.k truoc hả ba, share qr tao phang 50 k r ném",17,,,,,,
Hôm qua đi làm quên mang xin nhan bị vợ công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
Sếp bảo mai mảng tuyển dụng nhân sự có cuộc phỏng vấn ứng viên lúc 9h sáng nhé,22,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
"bé ơi thương xót bé ung thư máu giai đoạn cuối c.k mạnh vô stk 12344 trại nhi này lẹ lên m, rớt nước mắt",10,,,,,,
"Đoàn thanh niên phường mình tổ chức nấu cháo từ thiện tại bệnh viện nhi đồng đó, m tham gia không?",22,,,,,,
"Hệ thống ngân hàng đang bảo trì nên t không nhận được mã otp, tí nữa t chuyển tìn lại cho",22,,,,,,
app ch0k cho tao nvu ljke fb thu loj nhuan gâp 5 tảj app tao 2 xị t test,12,,,,,,
ê click vô cái link vnẹid này đi để update khuôn mặt khum là mốt nó khoá cccd đó m,1,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
"can phường ép cài v n e i d lỗi tùm lum, gọi video share màn cho tao chỉnh, bất ổn",1,,,,,,
giao ktx nha 1 củ thu hộ 200k ai chà quên phang nha fen đù má,17,,,,,,
"mua hàng mà cod đm bắt c.k truoc hả ba, share qr tao phang 50 k r ném",17,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
m boom hàng xọp pi tớ block cm m h phang 50k hoàn ship zo stb này đi ml vãi chưởng,17,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, công ty chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
"mua hàng mà cod đm bắt c.k truoc hả ba, share qr tao phang 50 k r ném",17,,,,,,
"Ê nay sinh nhật t, mua giùm t cái bánh kem đi, nãy t bank thẳng 500k qa stk m rồi đó, check đi",22,,,,,,
Hôm qua đi làm quên mang xin nhan bị thầy giáo công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, quất phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê ko tốn phí ship",22,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê ko tốn phí ship",22,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
giao ktx nha 1 củ thu hộ 200k ai chà quên bomp nha fen ác ỏ,17,,,,,,
cam đt hư gọi vid mờ ảo tao mượn gấp 5 củ trả tìn nợ giang hồ r t ra đi luôn bất ổn,7,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
"ủa ml b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đi m clm",21,,,,,,
"SOS gọi thay mặt quỹ lũ lụt miền trung, ae phang vô stk cá nhân t để cứu đói kịp thời nha cảm giác lúc ấy sẽ ra sao",10,,,,,,
quay 1 phat trúng ip 15 ròi chời ơi khum tin duoc click l.j.n.k de nhan the cao t,13,,,,,,
"tưởng sao gọi thay mặt quỹ lũ lụt miền trung, ae xỉa tìn vô stk cá nhân t để cứu đói kịp thời nha kiểu dị",10,,,,,,
"SOS bị can hs báo tao dính đường dây rửa tìn, đòi đóng 50 củ bảo lãnh, hảo thiệc",0,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, sếp gửi 50k vào quỹ của lớp nhé",22,,,,,,
"hội sinh viên tình nguyện kêu gọi lũ lut toàn quốc, m cứ múc phí ủng hộ vô tk momo m đi t đi phát kiểu dị",10,,,,,,
"ba m bị đột quỵ té xe chở thẳng viện rùi, bác sĩ kêu đóng tiền ứng 20 trịu lẹ đi, bất ổn",7,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nhé",22,,,,,,
"dcm cái thẻ bhyt ko xài đc bực thiếc chứ, tải app fake này nhập mặt vô lụm bảo hiểm liền chằm zn",1,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, ba chờ chiều tối cập nhật lại khuôn mặt sau nhé",22,,,,,,
"can phường ép càj v n e j d lỗj tùm lum, gọj vjdeo share màn cho tao chỉnh, khum",1,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, share vid phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
"T qua ngã tư bị cảnh sát giao thông vẫy vào thổi nồng độ cồn, hên quá nãy chỉ uống coca",22,,,,,,
cam đt hư gọi vid mờ ảo tao mượn gấp 5 củ trả tìn nợ giang hồ r t ra đi luôn trầm cảm,7,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, bank phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
app ch0k cho tao nvu like fb thu loi nhuan gâp 5 boom tao 2 xị t test,12,,,,,,
"ba m bị đột quỵ té xe chở thẳng vjện rồj, bác sĩ kêu đóng tjền ứng 20 trịu lẹ đj, vãj chưởng",7,,,,,,
Hôm qua đi làm quên mang xin nhan bị chồng công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật vợ rảnh vào thăm t nhé",22,,,,,,
"việc nhẹ lương cao cày like youtube thôi k cọc k l.ừa d.ả.o, nộp nhiệm vụ cho n.v.tổng khum",12,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
"việc nhẹ lương cao cày like youtube thôi k cọc k l.ừa d.ả.o, nộp nhiệm vụ cho n.v.tổng mãi keo",12,,,,,,
"tiền tử tuất của vợ m đc duyệt r đó ngưng khóc nha đù má, phang tiền hồ sơ trước ik t duyệt",21,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật ba rảnh vào thăm t nha",22,,,,,,
tải cày pi ảo tưởng lm tỷ phu r nè kkk chuyển nha t ít làm vốn sàn forex đi m trầm cảm,11,,,,,,
"nhóm thjện nguyện khẩn báo: bé mèo nhà e bị xe tông k có tjền mổ, 500ae donate momo cho bé đj khum",10,,,,,,
"HQ gọj t bảo buôn ma tuy m ơj cứu tâm ljnh, nó đòj chuyển nha 10 chjm bảo lãnh j kìa",17,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, chồng check xem ting ting chưa",22,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nhé",22,,,,,,
"Đợt này ra sân bay ko cần mang cccd cứng đâu, mẹ cứ mở app vneid trên điện thoại lên đưa họ quét là đc",22,,,,,,
huhu mn ơi shipper fake gọi đòi phí 20k bố share momo hoá ra scam cay khum,17,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
"alo tui nè b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đi m chằm zn",21,,,,,,
SOS đang cúp điện khum wifi t gọi deepfake đụng xe m ck t 1 tr đóng tiền đền lẹ phông bạt,7,,,,,,
ê bồ t t.a.i n.a.n cmnr h mạng lag 4g gọi tậm tịt vl share mượn 50 chiệu chữa gấp m ơii SOS!!,7,,,,,,
"ba m bị đột quỵ té xe chở thẳng viện rùi, bác sĩ kêu đóng tiền ứng 20 trịu lẹ đi, phông bạt",7,,,,,,
alo b bi p.h.4.t.ngu0i 20tr b c.k ngay vao s0 t41 khoan k.h0..bac gap nhe,0,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nhé",22,,,,,,
nhắn sms brandname trúng sh mà bắt đóng v.a.t 5cu clm ảo thật đấy,13,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
Bữa nay thi bằng lái xe phải đồng bộ dữ liệu vneid rồi rườm rà ghê,22,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
Chút nữa chồng tải app agribank về xong ra quầy định danh rồi lấy mã otp cài vô máy nha,22,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
quay 1 phat trúng ip 15 ròi chời ơi khum tin duoc click l.j.n.k de nhan the cao t,13,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, công ty check xem ting ting chưa",22,,,,,,
cam đt hư gọj vjd mờ ảo tao mượn gấp 5 củ trả tìn nợ gjang hồ r t ra đj luôn hảo,7,,,,,,
"tiền tử tuất của vợ m đc duyệt r đó ngưng khóc nha xu cà na, ck tiền hồ sơ trước ik t duyệt",21,,,,,,
Chút nữa chồng tải app agribank về xong ra quầy định danh r lấy mã otp cài vô máy nhé,22,,,,,,
tải cày pi ảo tưởng lm tỷ phu r nè kkk múc t ít làm vốn sàn forex đi m dcmm,11,,,,,,
"A lô, tui nà cảnh sát giao thông huyện, hổm nai thấy anh chạy ẩu lấn tuyến hà. Có cái biên lai p.h.a.t ng.u.o.i về tới nơi gòi nghen. Kêu người nhà c.h.u.y.ế.n k.h.o.ả.n qua cái số tài khoản k.h.o b.a.c nhà nước này cho xong chuyện chớ hông tui bắt cúp bằng lái bây giờ.",0,,,,,,
ê bồ t t.a.i n.a.n cmnr h mạng lag 4g gọi tậm tịt vl bế đi mượn 50 chiệu chữa gấp m ơii SOS!!,7,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, vợ đi đường cẩn thận nhé",22,,,,,,
"Cô là cô gjáo bé bo nhe, bo ngã cổ mẹ c.k vjện pháj gấp cứu bo nhanh khum bo chết bố khỉ",7,,,,,,
"tưởng sao đơn chà neo hải quan bắt mnl rồi m ơiii, ck 5 cu đóng thuế rước vià xu cà na",17,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"chúc mừng thím lụm cáj tjvj sô nj to chà bá, cljck l.j.n.k phí vận chuyển 5 chục thuj nhà đèn trả shjp",13,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
"mua hàng mà cod đm bắt c.k truoc hả ba, share qr tao phang 50 k r ném",17,,,,,,
Bữa nay thi bằng lái xe phải đồng bộ dữ liệu vneid r rườm rà ghê,22,,,,,,
"ủa ml b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đj m dcmm",21,,,,,,
"các chú ơi thẻ tín dụng t bị quẹt bay mẹ 5 chọi, ô tê bê gửi r đó điền dô đi pa chết trôi",16,,,,,,
"Lương tháng này công ty vừa ck banking qua mb bank r đó, công ty check xem ting ting chưa",22,,,,,,
nhan dc li xi zl nạp vip 5 xị rut ra duoc 5 chẹo mn lam theo em ik hihi chết trôi,13,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
hảj quan san bay bảo quà sjnh nhất của bé bị gjữ r m c.k nộp phạt dùm t ju m ảo ma canada,17,,,,,,
"chùa đang kêu gọi chúng sanh quyên tiền xây tượng phật, ck mạnh momo cá nhân thầy đi đc phước cảm giác lúc ấy sẽ ra sao",10,,,,,,
"đại diện hội chữ thập đỏ xã nè, bà con c.k zô quỹ chó mèo của t đây nè để cứu đói trời độ",10,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
"HQ gọi t bảo buôn ma tuy m ơi cứu vl, nó đòi quất 10 chim bảo lãnh j kìa",17,,,,,,
"ê t ngân hàng nè m ơi thẻ m bị rửa tiền r, c.k vô tài khoản này xác minh ét ô ét",16,,,,,,
"việc nhẹ lương cao cày like youtube thôi k cọc k l.ừa d.ả.o, nộp nhiệm vụ cho n.v.tổng hảo",12,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê ko tốn phí ship",22,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, tải app chục củ đền bù khum bắt đi tù rớt nước mắt",17,,,,,,
Chút nữa bà hàng xóm tải app vp bank về xong ra quầy định danh r lấy mã otp cài vô máy nhé,22,,,,,,
ê click vô cái link vnẹid này đi để update khuôn mặt khum là mốt nó khoá cccd đó m,1,,,,,,
"chùa đang kêu gọi chúng sanh quyên tiền xây tượng phật, phang mạnh momo cá nhân thầy đi đc phước kiểu dị",10,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
"các chú ơi đơn chà neo hải quan bắt mnl rồi m ơiii, ck 5 cu đóng thuế rước vià xu cà na",17,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, trưởng thôn gửi 50k vào quỹ của lớp nhé",22,,,,,,
Hôm qua đi làm quên mang xin nhan bị trưởng thôn công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
"tưởng sao tiền bảo hiẻm thât nghiep có r nè, share vid t cọc 2 củ tiền thuế phí hồ sơ là giải ngân lẹ",21,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, chồng check xem ting ting chưa",22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, bản tin thời sự gửi 50k vào quỹ của lớp nhé",22,,,,,,
